name,ttm,07/09/2021,06/30/2021,05/31/2021,04/30/2021,03/31/2021,03/18/2021,03/04/2021,02/26/2021,02/12/2021,01/29/2021,12/31/2020,12/22/2020,12/08/2020,11/30/2020,11/25/2020,11/20/2020,11/13/2020,11/12/2020,10/30/2020,10/28/2020,10/09/2020,09/30/2020,09/03/2020,08/31/2020,08/25/2020,08/12/2020,08/04/2020,07/31/2020,07/13/2020,06/30/2020,05/29/2020,05/21/2020,04/30/2020,03/31/2020,03/05/2020,02/28/2020,02/27/2020,01/31/2020,12/31/2019,11/29/2019,10/31/2019,09/30/2019,08/30/2019,07/31/2019,06/28/2019,05/31/2019,04/30/2019,03/29/2019,02/28/2019,01/31/2019,12/31/2018,11/30/2018,10/31/2018,09/28/2018,08/31/2018,07/31/2018,06/29/2018,05/31/2018,04/30/2018,03/30/2018,02/28/2018,01/31/2018,12/29/2017,11/30/2017,10/31/2017,09/29/2017,08/31/2017,07/31/2017,06/30/2017,05/31/2017,04/28/2017,03/31/2017,02/28/2017,01/31/2017,12/30/2016,11/30/2016,10/31/2016,09/30/2016,08/31/2016,07/29/2016,06/30/2016,05/31/2016,04/29/2016,03/31/2016,02/29/2016,01/29/2016,12/31/2015,11/30/2015,10/30/2015,09/30/2015,08/31/2015,07/31/2015,06/30/2015,05/29/2015,04/30/2015,03/31/2015,02/27/2015,01/30/2015,12/31/2014,11/28/2014,10/31/2014,09/30/2014,08/29/2014,07/31/2014,06/30/2014,05/30/2014,04/30/2014,03/31/2014,02/28/2014,01/31/2014,12/31/2013,11/29/2013,10/31/2013,09/30/2013,08/30/2013,07/31/2013,06/28/2013,05/31/2013,04/30/2013,03/29/2013,02/28/2013,01/31/2013,12/31/2012,11/30/2012,10/31/2012,09/28/2012,08/31/2012,07/31/2012,06/29/2012,05/31/2012,04/30/2012,03/30/2012,02/29/2012,01/31/2012,12/30/2011,11/30/2011,10/31/2011,09/30/2011,08/31/2011,07/29/2011,06/30/2011,05/31/2011,04/29/2011,03/31/2011,02/28/2011,01/31/2011,12/31/2010,11/30/2010,10/29/2010,09/30/2010,08/31/2010,07/30/2010,06/30/2010,05/31/2010,04/30/2010,03/31/2010,02/26/2010,01/29/2010,12/31/2009,11/30/2009,10/30/2009,09/30/2009,08/31/2009,07/31/2009,06/30/2009,05/29/2009,04/30/2009,03/31/2009,02/27/2009,01/30/2009,12/31/2008,11/28/2008,10/31/2008,09/30/2008,08/29/2008,07/31/2008,06/30/2008,05/30/2008,04/30/2008,03/31/2008,02/29/2008,01/31/2008,12/31/2007,11/30/2007,10/31/2007,09/28/2007,08/31/2007,07/31/2007,06/29/2007,05/31/2007,04/30/2007,03/30/2007,02/28/2007,01/31/2007,12/29/2006,11/30/2006,10/31/2006,09/29/2006,08/31/2006,07/31/2006,06/30/2006,05/31/2006,04/28/2006,03/31/2006,02/28/2006,01/31/2006,12/30/2005,11/30/2005,10/31/2005,09/30/2005,08/31/2005,07/29/2005,06/30/2005,05/31/2005,04/29/2005,03/31/2005,02/28/2005,01/31/2005,12/31/2004,11/30/2004,10/29/2004,09/30/2004,08/31/2004,07/30/2004,06/30/2004,05/31/2004,04/30/2004,03/31/2004,02/27/2004,01/30/2004,12/31/2003,11/28/2003,10/31/2003,09/30/2003,08/29/2003,07/31/2003,06/30/2003,05/30/2003,04/30/2003,03/31/2003,02/28/2003,01/31/2003,12/31/2002,11/29/2002,10/31/2002,09/30/2002,08/30/2002,07/31/2002,06/28/2002,05/31/2002,04/30/2002,03/29/2002,02/28/2002,01/31/2002,12/31/2001,11/30/2001,10/31/2001,09/28/2001,08/31/2001,07/31/2001,06/29/2001,05/31/2001,04/30/2001,03/30/2001,02/28/2001,01/31/2001,12/29/2000,11/30/2000,10/31/2000,09/29/2000,08/31/2000,07/31/2000,06/30/2000,05/31/2000,04/28/2000,03/31/2000,02/29/2000,01/31/2000,12/31/1999,11/30/1999,10/29/1999,09/30/1999,08/31/1999,07/30/1999,06/30/1999,05/31/1999,04/30/1999,03/31/1999,02/26/1999,01/29/1999,12/31/1998,11/30/1998,10/30/1998,09/30/1998,08/31/1998,07/31/1998,06/30/1998,05/29/1998,04/30/1998,03/31/1998,02/27/1998,01/30/1998,12/31/1997,11/28/1997,10/31/1997,09/30/1997,08/29/1997,07/31/1997,06/30/1997,05/30/1997,04/30/1997,03/31/1997,02/28/1997,01/31/1997,12/31/1996,11/29/1996,10/31/1996,09/30/1996,08/30/1996,07/31/1996,06/28/1996,05/31/1996,04/30/1996,03/29/1996,02/29/1996,01/31/1996,12/29/1995,11/30/1995,10/31/1995,09/29/1995,08/31/1995,07/31/1995,06/30/1995,05/31/1995,04/28/1995,03/31/1995,02/28/1995,01/31/1995,12/30/1994,11/30/1994,10/31/1994,09/30/1994,08/31/1994,07/29/1994,06/30/1994,05/31/1994,04/29/1994,03/31/1994,02/28/1994,01/31/1994,12/31/1993,11/30/1993,10/29/1993,09/30/1993,08/31/1993,07/30/1993,06/30/1993,05/31/1993,04/30/1993,03/31/1993,02/26/1993,01/29/1993,12/31/1992,11/30/1992,10/30/1992,09/30/1992,08/31/1992,07/31/1992,06/30/1992,05/29/1992,04/30/1992,03/31/1992,02/28/1992,01/31/1992,12/31/1991,11/29/1991,10/31/1991,09/30/1991,08/30/1991,07/31/1991,06/28/1991,05/31/1991,04/30/1991,03/29/1991,02/28/1991,01/31/1991,12/31/1990,11/30/1990,10/31/1990,09/28/1990,08/31/1990,07/31/1990,06/29/1990,05/31/1990,04/30/1990,03/30/1990,02/28/1990,01/31/1990,12/29/1989,11/30/1989,10/31/1989,09/29/1989,08/31/1989,07/31/1989,06/30/1989,05/31/1989,04/28/1989,03/31/1989,02/28/1989,01/31/1989,12/30/1988,11/30/1988,10/31/1988,09/30/1988,08/31/1988,07/29/1988,06/30/1988,05/31/1988,04/29/1988,03/31/1988,02/29/1988,01/29/1988,12/31/1987,11/30/1987,10/30/1987,09/30/1987,08/31/1987,07/31/1987,06/30/1987,05/29/1987,04/30/1987,03/31/1987,02/27/1987,01/30/1987,12/31/1986,11/28/1986,10/31/1986,09/30/1986,08/29/1986,07/31/1986,06/30/1986,05/30/1986,04/30/1986,03/31/1986,02/28/1986,01/31/1986,12/31/1985,11/29/1985,10/31/1985,09/30/1985,08/30/1985
MarketCap,"321,669,651,548","321,669,651,548","319,362,147,834","324,594,912,161","331,301,620,000","334,952,494,643","349,038,942,499","341,324,070,928","343,157,487,466","340,670,575,925","305,104,744,591","328,023,679,003","308,597,174,556","278,307,759,887","267,969,890,326","269,415,077,087","254,922,428,900","250,025,287,181","244,893,227,224","215,946,250,000","214,082,796,851","225,846,779,357","224,220,422,329","240,773,122,752","238,297,445,942","234,538,754,143","238,152,880,873","211,857,026,286","211,317,989,903","209,924,320,871","198,599,310,000","211,875,088,953","212,832,410,327","195,347,748,255","172,044,600,000",,"212,409,856,348","213,113,977,419","249,710,218,713","257,586,030,000","273,207,532,646","231,387,520,000","232,099,920,000","247,257,285,520","257,615,214,937","251,309,957,468","237,632,245,660","243,943,570,000","199,589,903,819","168,219,249,936","166,251,424,609","164,475,000,000","171,926,609,632","172,245,000,000","173,918,149,176","166,600,915,603","170,340,000,000","155,826,324,202","147,887,076,313","150,495,000,000","151,029,165,110","155,119,162,413","163,404,414,302","162,047,877,929","158,310,924,175","146,715,000,000","152,140,918,325","156,200,273,253","175,888,000,000","166,268,399,700","168,913,045,304","184,960,000,000","179,297,738,160","174,079,618,961","175,250,915,641","165,862,063,544","157,745,612,535","148,304,000,000","149,235,415,853","151,806,777,746","163,115,000,000","158,707,150,056","160,978,567,047","175,542,000,000","162,031,231,596","155,847,580,728","157,301,641,912","173,715,932,365","187,586,094,837","181,984,000,000","172,499,080,752","171,958,966,214","202,542,951,960","182,624,000,000","187,271,539,162","184,471,883,100","178,313,000,000","176,890,556,694","154,592,285,135","160,123,000,000","156,870,209,993","155,346,000,000","151,351,000,000","154,283,023,794","147,416,845,610","145,758,000,000","145,492,219,564","137,404,507,799","136,119,000,000","141,583,892,638","127,217,008,346","129,880,000,000","123,958,504,112","123,462,000,000","116,082,000,000","108,669,295,815","115,493,506,073","113,729,454,840","113,603,388,936","113,112,000,000","102,548,782,578","98,558,768,326","97,276,908,544","89,622,000,000","88,003,585,422","88,416,000,000","93,804,682,988","88,762,770,992","88,170,660,330","86,687,189,599","81,700,441,991","78,352,425,000","78,469,544,134","75,261,218,780","69,722,824,733","67,369,244,512","64,404,997,753","61,465,536,000","55,977,092,643","63,215,509,795","70,296,124,000","73,791,600,994","78,687,099,113","79,959,120,000","81,830,884,933","83,065,279,809","73,787,145,435","71,028,320,610","69,134,737,016","68,525,512,500","63,307,290,144","62,236,230,250","65,099,187,000","61,694,624,911","65,455,059,191","72,545,328,000","67,708,485,092","60,590,463,314","57,197,157,152","60,146,600,170","56,360,628,128","49,766,871,000","51,035,961,956","48,396,811,702","46,686,939,707","42,453,601,000","44,970,523,025","40,653,728,002","33,711,036,553","31,130,731,443","38,388,999,776","41,999,806,283","41,685,131,665","47,231,339,000","55,944,801,000","60,702,342,732","56,949,493,104","58,334,640,000","64,014,108,278","61,655,916,000","59,659,656,000","61,028,206,213","57,621,040,000","62,332,680,000","63,100,518,169","67,950,986,000","67,480,058,000","65,215,032,926","64,050,478,767","66,263,131,669","70,228,944,412","69,317,394,907","68,227,498,761","70,158,612,180","71,577,984,000","69,746,304,000","68,362,510,757","64,933,440,000","63,798,240,000","61,972,770,311","64,136,338,000","64,806,000,000","66,942,279,101","54,245,196,000","54,109,389,000","53,904,159,912","48,742,918,448","46,947,642,000","50,039,496,000","48,915,464,000","48,433,736,000","50,635,424,786","52,551,744,000","51,608,928,000","56,013,455,518","54,988,560,000","59,841,717,000","57,203,747,718","58,499,199,791","56,803,274,683","55,227,241,440","51,816,630,547","46,330,888,931","46,125,430,443","46,223,938,557","51,319,017,000","48,164,871,441","46,661,448,780","50,312,367,000","54,322,721,588","48,319,200,000","46,970,289,000","46,487,097,000","45,581,112,000","40,608,261,000","41,905,008,231","44,129,344,000","39,760,700,000","40,149,088,506","38,126,310,001","34,266,366,000","34,842,821,179","35,741,463,695","32,836,923,000","40,475,574,136","33,710,620,000","30,561,604,000","32,001,677,344","35,789,778,000","38,151,540,000","46,749,364,562","46,791,148,000","46,589,288,000","46,904,884,331","42,511,716,000","41,825,392,000","41,730,388,335","37,525,774,000","37,586,332,000","53,232,562,875","54,515,515,000","59,770,521,000","66,084,388,293","62,584,225,000","59,170,540,000","64,385,137,089","62,998,005,000","59,869,828,200","61,183,613,400","75,719,425,900","80,871,975,000","81,170,429,040","80,121,812,500","80,381,723,000","87,658,309,805","89,701,223,000","85,428,750,000","69,342,699,722","75,204,223,000","60,576,750,000","57,729,125,000","54,881,500,000","53,846,000,000","57,470,250,000","57,211,375,000","63,813,723,000","60,317,875,000","65,754,250,000","64,459,875,000","72,874,348,000","68,343,000,000","62,130,000,000","66,661,348,000","55,788,598,000","52,551,625,000","56,767,273,902","71,249,776,902","72,455,962,509","76,896,748,527","84,578,275,380","72,482,569,612","75,782,701,768","72,354,373,824","67,022,998,911","64,083,149,145","55,602,449,258","54,421,874,274","51,858,381,823","54,560,267,519","53,251,858,104","55,277,259,675","55,192,192,809","49,201,054,962","50,118,749,331","49,191,299,344","47,081,249,372","49,841,591,000","44,443,518,992","42,672,497,992","38,837,026,000","37,900,849,268","42,839,283,732","38,250,002,250","39,037,668,963","40,218,224,588","34,421,405,641","33,765,549,609","30,940,323,625","31,561,640,550","30,248,278,200","30,117,571,875","29,425,668,750","30,668,608,998","29,033,326,500","28,933,334,000","28,867,647,512","27,890,170,012","27,579,133,500","26,348,560,332","23,823,710,082","22,821,173,000","20,723,198,958","20,329,310,758","22,136,369,827","22,740,032,413","22,337,447,586","23,324,425,065","22,853,850,833","22,584,982,000","25,800,416,000","25,397,392,001","22,911,253,165","21,374,489,103","23,049,547,999","20,235,466,207","21,051,308,350","20,112,612,500","21,855,812,850","23,585,583,999","21,843,574,207","23,853,601,999","23,777,095,665","24,446,764,334","23,040,288,666","22,145,220,944","20,668,974,367","19,028,636,235","18,103,139,000","18,890,232,000","18,955,770,610","19,923,526,666","19,104,328,923","19,874,399,444","20,099,955,833","17,861,104,738","14,968,688,905","13,652,037,251","15,476,661,918","14,857,658,000","15,463,708,326","15,724,150,826","14,519,708,441","15,085,229,666","14,971,505,241","15,475,442,943","16,420,165,642","14,407,083,152","13,508,784,885","13,143,743,584","12,005,883,575","11,956,277,175","13,627,937,157","15,658,041,175","17,072,367,563","17,193,361,218","14,727,538,140","14,810,945,546","14,818,931,099","14,091,465,675","15,157,221,333","17,471,250,011","16,777,075,783","16,370,850,794","15,809,028,905","14,463,583,071","12,731,227,380","12,512,726,976","11,453,174,928","10,561,709,428","9,956,299,166","10,090,924,476","8,846,333,263","8,450,053,333","8,833,306,666","8,650,093,333","8,349,946,666","8,416,733,333","8,400,080,000","7,972,940,999","7,904,249,989","8,127,657,294","8,071,079,913","7,643,627,787","7,791,648,126","6,904,665,904","7,283,774,707","10,217,006,632","10,519,639,999","9,484,099,787","9,500,523,575","8,379,578,666","8,412,285,209","8,166,789,740","7,768,133,061","7,391,902,834","5,642,145,102","5,642,145,102","5,740,215,895","5,167,857,165","5,908,714,338","6,264,802,661","7,090,361,372","6,086,836,203","5,811,649,966","4,856,495,101","4,562,011,065","3,874,115,438","3,697,968,501","3,205,202,847","2,978,704,203","2,715,649,394","2,954,984,760"
EnterpriseValue,"361,925,651,548","361,925,651,548","359,618,147,834","364,850,912,161","372,508,620,000","376,159,494,643","390,245,942,499","382,531,070,928","384,364,487,466","381,877,575,925","345,818,744,591","368,737,679,003","349,311,174,556","319,021,759,887","308,683,890,326","310,129,077,087","295,636,428,900","290,739,287,181","286,199,227,224","257,252,250,000","255,388,796,851","267,152,779,357","265,526,422,329","282,079,122,752","279,603,445,942","275,844,754,143","279,458,880,873","252,964,026,286","252,424,989,903","251,031,320,871","239,706,310,000","252,982,088,953","253,939,410,327","236,589,748,255","213,286,600,000","247,025,896,529","253,651,856,348",,"291,278,218,713","299,154,030,000","314,775,532,646","282,893,520,000","283,605,920,000","298,763,285,520","304,468,214,937","298,162,957,468","284,485,245,660","260,153,570,000","215,799,903,819","184,429,249,936","182,975,424,609","181,199,000,000","188,650,609,632","191,592,000,000","193,265,149,176","185,947,915,603","190,845,000,000","176,331,324,202","168,392,076,313","171,909,000,000","172,443,165,110","176,533,162,413","184,678,414,302","183,321,877,929","179,584,924,175","164,566,000,000","169,991,918,325","174,051,273,253","193,741,000,000","184,121,399,700","186,766,045,304","201,714,000,000","196,051,738,160","190,833,618,961","190,810,915,641","181,422,063,544","173,305,612,535","163,518,000,000","164,449,415,853","167,020,777,746","179,222,000,000","174,814,150,056","177,085,567,047","190,156,000,000","176,645,231,596","170,461,580,728","170,368,641,912","186,782,932,365","200,653,094,837","192,782,000,000","183,297,080,752","182,756,966,214","213,754,951,960","193,836,000,000","198,483,539,162","195,937,883,100","189,779,000,000","188,356,556,694","166,011,285,135","171,542,000,000","168,289,209,993","167,392,000,000","163,397,000,000","166,329,023,794","158,942,845,610","157,284,000,000","157,018,219,564","148,408,507,799","147,123,000,000","152,587,892,638","137,848,008,346","140,511,000,000","134,589,504,112","134,533,000,000","127,153,000,000","119,740,295,815","128,478,506,073","126,714,454,840","126,588,388,936","127,353,000,000","116,789,782,578","112,799,768,326","111,517,908,544","103,863,000,000","99,211,585,422","99,624,000,000","104,453,682,988","99,411,770,992","98,819,660,330","98,985,189,599","93,998,441,991","90,650,425,000","89,089,544,134","85,881,218,780","80,342,824,733","78,449,244,512","75,484,997,753","72,545,536,000","67,057,092,643","72,934,509,795","80,015,124,000","83,510,600,994","88,365,099,113","89,637,120,000","91,508,884,933","92,781,279,809","83,503,145,435","80,744,320,610","79,116,737,016","78,507,512,500","73,289,290,144","71,912,230,250","74,775,187,000","71,370,624,911","75,621,059,191","82,711,328,000","77,874,485,092","71,217,463,314","67,824,157,152","70,773,600,170","65,870,628,128","59,276,871,000","60,545,961,956","58,962,811,702","57,252,939,707","53,019,601,000","56,329,523,025","52,012,728,002","45,070,036,553","43,338,731,443","50,596,999,776","54,207,806,283","53,323,131,665","58,869,339,000","67,582,801,000","71,685,342,732","67,932,493,104","69,317,640,000","75,944,108,278","73,585,916,000","71,589,656,000","73,344,206,213","69,937,040,000","74,648,680,000","74,876,518,169","79,726,986,000","77,691,058,000","75,426,032,926","74,261,478,767","76,770,131,669","80,735,944,412","79,824,394,907","78,178,498,761","80,109,612,180","81,528,984,000","80,860,304,000","79,476,510,757","76,047,440,000","74,511,240,000","72,685,770,311","74,849,338,000","75,519,000,000","77,733,279,101","65,036,196,000","64,900,389,000","65,288,159,912","60,126,918,448","57,691,642,000","60,783,496,000","59,659,464,000","59,177,736,000","61,135,424,786","63,051,744,000","62,108,928,000","67,259,455,518","66,234,560,000","71,087,717,000","68,751,747,718","70,047,199,791","68,351,274,683","67,012,241,440","63,601,630,547","58,115,888,931","57,670,430,443","57,768,938,557","62,864,017,000","60,331,871,441","58,828,448,780","62,479,367,000","66,019,721,588","60,016,200,000","58,667,289,000","58,004,097,000","57,098,112,000","52,125,261,000","54,446,008,231","56,670,344,000","52,301,700,000","53,110,088,506","51,087,310,001","47,227,366,000","48,361,821,179","49,260,463,695","46,355,923,000","53,366,574,136","46,601,620,000","43,452,604,000","45,054,677,344","48,842,778,000","51,914,540,000","60,512,364,562","60,554,148,000","61,511,288,000","61,826,884,331","57,433,716,000","56,747,392,000","50,881,388,335","46,676,774,000","46,074,332,000","61,720,562,875","63,003,515,000","68,943,521,000","75,257,388,293","71,757,225,000","68,285,540,000","73,500,137,089","72,113,005,000","68,488,828,200","69,802,613,400","84,338,425,900","89,911,975,000","90,210,429,040","89,161,812,500","89,421,723,000","97,341,309,805","99,384,223,000","95,111,750,000","79,900,699,722","85,762,223,000","71,134,750,000","69,008,125,000","66,160,500,000","65,125,000,000","68,720,250,000","68,461,375,000","75,063,723,000","72,067,875,000","77,504,250,000","76,209,875,000","84,785,348,000","80,254,000,000","74,041,000,000","78,219,348,000","67,346,598,000","64,109,625,000","67,886,273,902","82,368,776,902","83,574,962,509","87,749,748,527","95,431,275,380","83,335,569,612","86,898,701,768","83,470,373,824","78,138,998,911","74,834,149,145","66,353,449,258","65,172,874,274","62,918,381,823","65,620,267,519","64,311,858,104","66,985,259,675","66,900,192,809","60,909,054,962","61,775,749,331","60,848,299,344","58,738,249,372","61,905,591,000","56,507,518,992","54,736,497,992","50,185,026,000","49,248,849,268","54,598,283,732","50,009,002,250","50,796,668,963","41,996,224,588","36,199,405,641","35,543,549,609","32,848,123,625","33,469,440,550","32,156,078,200","32,523,071,875","31,831,168,750","33,074,108,998","31,438,826,500","31,237,234,000","31,171,547,512","30,194,070,012","30,106,933,500","28,876,360,332","26,573,710,082","25,571,173,000","23,473,198,958","23,079,310,758","23,980,269,827","24,583,932,413","24,181,347,586","25,368,625,065","24,898,050,833","24,629,182,000","27,769,716,000","27,366,692,001","24,880,553,165","23,397,289,103","25,072,347,999","22,258,266,207","22,824,808,350","21,886,112,500","23,629,312,850","25,455,683,999","23,713,674,207","25,723,701,999","25,863,695,665","26,533,364,334","25,126,888,666","23,602,820,944","22,126,574,367","20,486,236,235","19,542,239,000","20,329,332,000","20,394,870,610","21,574,626,666","20,755,428,923","21,525,499,444","22,031,655,833","19,792,804,738","16,900,388,905","14,979,737,251","16,804,361,918","16,185,358,000","16,825,308,326","17,085,750,826","15,642,608,441","16,208,129,666","16,094,405,241","16,700,342,943","17,645,065,642","15,631,983,152","14,733,684,885","13,908,543,584","12,770,683,575","12,650,277,175","14,321,937,157","16,352,041,175","17,470,067,563","17,591,061,218","15,125,238,140","15,329,845,546","15,337,831,099","14,610,365,675","15,637,021,333","17,951,050,011","17,256,875,783","16,794,650,794","16,232,828,905","14,887,383,071","13,155,027,380","12,936,526,976","11,876,974,928","10,985,509,428","10,380,099,166","10,514,724,476","9,270,133,263","8,873,853,333","9,257,106,666","9,073,893,333","8,879,446,666","8,946,233,333","8,929,580,000","8,502,440,999","8,433,749,989","8,657,157,294","8,600,579,913","8,173,127,787","8,321,148,126","7,434,165,904","7,813,274,707","10,746,506,632","11,059,639,999","10,024,099,787","10,040,523,575","8,919,578,666","8,952,285,209","8,706,789,740","8,308,133,061","7,931,902,834","6,182,145,102","6,182,145,102","6,280,215,895","5,707,857,165","6,731,814,338","7,087,902,661","7,913,461,372","6,909,936,203","6,634,749,966","5,679,595,101","5,385,111,065","4,697,215,438","4,521,068,501","4,028,302,847","3,801,804,203","3,043,849,394","3,283,184,760"
PeRatio,"51.218",,,,,,,,,,,,,,,,,,,,,,,,,,,,"51.066",,"48.694",,,"19.382","17.312",,,,"22.059","23.067",,"17.254","17.307",,"16.033",,"14.803","18.737",,"15.436","13.34","13.116","13.815","14.444",,"14.091","15.141",,"13.263","14.231",,"14.633","19.098",,"18.422","17.312",,"17.912","19.152","18.51","18.805",,"20.431","19.836","19.311",,"17.298","16.611","16.642","16.928",,"17.982","18.239",,"18.528","17.821",,"21.445","23.157",,"21.247","21.181","25.806","24.546",,"24.16","23.309",,,"22.11",,"21.914","21.35",,"22.077","22.041",,"21.797","21.997","22.201","21.482","22.604",,"20.785","19.542",,"19.591",,"19.115","20.271",,"17.61","17.381","16.061","15.866","15.693",,"16.327","16.218",,"16.384","15.452",,"15.905","14.735",,"14.226","13.841","11.968","14.432",,"16.542","18.42",,"19.066","19.269","17.123","16.524","17.985",,"16.305","15.72",,"15.217","17.497","19.288","18.277",,,"18.429","17.17",,"15.602","15.318","14.776","13.724",,"11.838","9.816",,,"10.805",,"11.364","13.461",,"13.139","13.506",,"14.543","14.072","15.507","14.278","15.445","14.799","15.46",,"15.342","15.068",,"16.561","16.346",,"16.626","17.073",,"20.152","19.183",,"19.899","19.926","20.134","22.761",,"20.813","21.867","19.773",,"20.105","19.653","19.46","18.94",,"18.932","22.678",,"23.744","24.509","25.114","24.386","24",,"20.134","21.381",,"24.276","23.47","23.177","24.99",,,"25.922",,"36.516","32.532",,"42.98","38.725",,"37.32","34.04","32.808","33.654","31.365",,"27.833","25.233",,"43.244",,"41.655","42.145",,"143.75","131.625","129.5",,,,"423.833","439.167",,"351.333","336.111",,"71.977","70.814",,"50.768","62.83",,"77.876","77.375","77.626","91.713",,"89.674","68.367","74.108","59.694","44.96",,"41.935","22.746",,"25.257","26.082","28.433","27.873",,,"28.037","36.166",,"28.511","28.781","36.124","36.735",,"43.706","37.456",,,"34.615",,"28.802","28.191",,"36.403","35.53",,"37.159","33.125","36.94","36.257","34.701",,"33.609","32.27",,"84.282",,"92.045","93.941",,"74.431","73.013",,"69.11","66.234",,"66.964","69.793","66.071","69.375",,"66.874","71","67.832",,"63.97","58.09","56.986","84.184",,"84.949","85.049",,"82.353","100","98.438","88.802","97.256",,"92.073","65.417",,"67.917","60.068","55.632","60.751",,,"67.451","82.72",,"71.079","86.792","90.566","90.88",,"331.247","344.6",,"325.297","272.618",,"296.877","285.003",,"280.815",,"241.667","239.845",,"246.749","216.498","202.999","199.249","182",,"208.93","240.053",,"280.439","240.219",,"243.334","231.389",,"300.004","288.084",,"301.283","275.642","242.627","251.356",,"212.164","211.426","214.285",,"198.046","207.028","202.734","208.749",,"210.002","214.815",,"218.983","236.056",,"227.883","218.228",,"322.918","363.643","327.846","328.414",,"321.243","311.868",,,"233.106",,"292.501","263.335",,"439.755","497.705",,"664.825","555.56","1,265.707","1,074.854","1,025.983",,"836.264","762.412",
ForwardPeRatio,"36.9",,"36.63","238.095","149.254","149.254",,,,,,"89.286",,,"66.225",,,,,,,,"48.077",,"50.251",,,,"40.984",,"36.232",,,"33.113","23.148",,,,"25.51","27.1",,"22.936","21.413",,"21.978",,"19.685","20",,"16.155","15.152","14.881","15.674","15.65",,"15.083","15.432",,"14.124","14.265",,"14.771","16.75",,"16.556","15.337",,"15.601","16.103","15.528","18.315",,"19.084","18.519","18.587",,"16.639","15.198","15.221","15.337",,"15.576","15.723",,"15.48","14.903",,"18.587","20.161",,"18.282","18.248","21.097","20.04",,"19.57","18.868",,,"19.268",,"19.841","19.455",,"18.832","18.315",,"16.949","17.094","17.271","15.699","18.657",,"17.212","16.181",,"16.129",,"15.65","15.848",,"13.967","13.661","12.61","12.469","12.484",,"13.889","13.908",,"13.263","12.658",,"12.346","11.655",,"10.73","12.077","10.341","11.628",,"13.038","13.85",,"14.184","14.409","13.717","13.369","13.055",,,,,,,,,,,,,,,"178.571","13.477",,,"4.092","9.747",,,,,"13.908","17.544",,,,,"18.553",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PegRatio,"1.125",,"1.117","7.219","4.606","4.569",,,,,,"2.967",,,"18.304",,,,,,,,"13.327",,"13.927",,,,"11.368",,"10.029",,,"5.568","3.887",,,,"3.14","3.34",,"3.744","3.19",,"3.272",,"2.931","2.973",,"1.822","1.71","1.217","1.281","1.482",,"1.427","1.46",,"1.203","1.215",,"1.258","1.717",,"2.381","2.19",,"1.856","1.873","1.804","2.128",,"2.309","2.242","2.308",,"1.969","1.707","1.707","1.67",,"1.487","1.502",,"1.432","1.378",,"2.018","1.715",,"1.556","1.552","1.835","1.74",,"1.715","1.578",,,"1.634",,"1.35","1.322",,"1.55","1.506",,"1.366","1.377","1.354","1.209","1.437",,"1.285","1.202",,"1.179",,"1.183","1.192",,"1.026","1.019","0.95","0.905","0.869",,"0.967","0.989",,"1.051","1.029",,"0.99","0.859",,"0.912","0.922","0.79","0.887",,"1.129","1.149",,"1.453","1.474","1.399","1.365","1.333",,,,,,,,,,,,,,,,"1.476",,,"0.085","1.067",,,,,"1.522","1.92",,,,,"2.029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
