date, sugar_price
2021-03-09,0.159
2021-03-10,0.1596
2021-03-11,0.1636
2021-03-12,0.1613
2021-03-15,0.1612
2021-03-16,0.163
2021-03-17,0.1599
2021-03-18,0.1589
2021-03-19,0.1576
2021-03-22,0.1553
2021-03-23,0.1543
2021-03-24,0.1563
2021-03-25,0.1509
2021-03-26,0.1519
2021-03-29,0.1492
2021-03-30,0.1492
2021-03-31,0.1477
2021-04-01,0.1471
2021-04-05,0.1484
2021-04-06,0.1516
2021-04-07,0.1514
2021-04-08,0.1518
2021-04-09,0.1546
2021-04-12,0.1535
2021-04-13,0.1543
2021-04-14,0.1586
2021-04-15,0.1638
2021-04-16,0.1672
2021-04-19,0.1629
2021-04-20,0.1677
2021-04-21,0.1694
2021-04-22,0.1692
2021-04-23,0.1691
2021-04-26,0.1717
2021-04-27,0.179
2021-04-28,0.1724
2021-04-29,0.1699
2021-04-30,0.1707
2021-05-03,0.1673
2021-05-04,0.1712
2021-05-05,0.1753
2021-05-06,0.1755
2021-05-07,0.1749
2021-05-10,0.1749
2021-05-11,0.18100000000000002
2021-05-12,0.1784
2021-05-13,0.1711
2021-05-14,0.1696
2021-05-17,0.1699
2021-05-18,0.1721
2021-05-19,0.1695
2021-05-20,0.1704
2021-05-21,0.1667
2021-05-24,0.1683
2021-05-25,0.1704
2021-05-26,0.1678
2021-05-27,0.1712
2021-05-28,0.1736
2021-05-31,0.1736
2021-06-01,0.1769
2021-06-02,0.1768
2021-06-03,0.1743
2021-06-04,0.1771
2021-06-07,0.1738
2021-06-08,0.1771
2021-06-09,0.1773
2021-06-10,0.1766
2021-06-11,0.1754
2021-06-14,0.1729
2021-06-15,0.1705
2021-06-16,0.1704
2021-06-17,0.1655
2021-06-18,0.1643
2021-06-21,0.1678
2021-06-22,0.1643
2021-06-23,0.1669
2021-06-24,0.1693
2021-06-25,0.1698
2021-06-28,0.1738
2021-06-29,0.1742
2021-06-30,0.1784
2021-07-01,0.1794
2021-07-02,0.1815
2021-07-05,0.1815
2021-07-06,0.1787
2021-07-07,0.1775
2021-07-08,0.1745
2021-07-09,0.1728
2021-07-12,0.1699
2021-07-13,0.1708
2021-07-14,0.1693
2021-07-15,0.1733
2021-07-16,0.1771
2021-07-19,0.1707
2021-07-20,0.1741
2021-07-21,0.1767
