MarketCap,EnterpriseValue,PeRatio,ForwardPeRatio,PegRatio,PsRatio,PbRatio,open,high,low,close,adjclose,volume,ticker
"321,669,651,548","361,925,651,548",,,,,,174.6999969482422,177.52000427246094,173.92999267578125,177.0399932861328,177.0399932861328,7870100.0,DIS
"319,362,147,834","359,618,147,834",,36.63,1.117,5.462,3.733,173.88999938964844,175.97999572753906,173.33999633789062,175.77000427246094,175.77000427246094,7481900.0,DIS
"324,594,912,161","364,850,912,161",,238.095,7.219,5.551,3.795,,,,,,,
"331,301,620,000","372,508,620,000",,149.254,4.606,5.541,3.941,184.2899932861328,186.32000732421875,183.5399932861328,186.02000427246094,186.02000427246094,7866300.0,DIS
"334,952,494,643","376,159,494,643",,149.254,4.569,5.496,3.984,185.8300018310547,186.89999389648438,184.4199981689453,184.52000427246094,184.52000427246094,8478000.0,DIS
"349,038,942,499","390,245,942,499",,,,,,194.9499969482422,195.0800018310547,191.74000549316406,192.27999877929688,192.27999877929688,9644500.0,DIS
"341,324,070,928","382,531,070,928",,,,,,189.89999389648438,192.47999572753906,184.1199951171875,188.02999877929688,188.02999877929688,12542600.0,DIS
"343,157,487,466","384,364,487,466",,,,,,190.07000732421875,191.61000061035156,185.4499969482422,189.0399932861328,189.0399932861328,15844000.0,DIS
"340,670,575,925","381,877,575,925",,,,,,193.0,193.85000610351562,186.55999755859375,187.6699981689453,187.6699981689453,27233800.0,DIS
"305,104,744,591","345,818,744,591",,,,,,168.8000030517578,169.80999755859375,165.7899932861328,168.1699981689453,168.1699981689453,12848800.0,DIS
"328,023,679,003","368,737,679,003",,89.286,2.967,5.01,3.925,181.22000122070312,183.39999389648438,180.27000427246094,181.17999267578125,181.17999267578125,7073500.0,DIS
"308,597,174,556","349,311,174,556",,,,,,170.0,171.4499969482422,169.16000366210938,170.4499969482422,170.4499969482422,6419200.0,DIS
"278,307,759,887","319,021,759,887",,,,,,152.4199981689453,154.8800048828125,152.25,153.72000122070312,153.72000122070312,7900600.0,DIS
"267,969,890,326","308,683,890,326",,66.225,18.304,4.093,3.206,147.05999755859375,148.69000244140625,146.2899932861328,148.00999450683594,148.00999450683594,9710100.0,DIS
"269,415,077,087","310,129,077,087",,,,,,150.27000427246094,150.27000427246094,147.24000549316406,149.08999633789062,149.08999633789062,9552000.0,DIS
"254,922,428,900","295,636,428,900",,,,,,141.7100067138672,142.61000061035156,140.86000061035156,141.07000732421875,141.07000732421875,8481600.0,DIS
"250,025,287,181","290,739,287,181",,,,,,140.89999389648438,141.19000244140625,136.52000427246094,138.36000061035156,138.36000061035156,21062300.0,DIS
"244,893,227,224","286,199,227,224",,,,,,136.33999633789062,138.49000549316406,134.10000610351562,135.52000427246094,135.52000427246094,13768200.0,DIS
"215,946,250,000","257,252,250,000",,,,,,120.63999938964844,121.75,119.08999633789062,121.25,121.25,8090200.0,DIS
"214,082,796,851","255,388,796,851",,,,,,121.01000213623047,121.52999877929688,118.31999969482422,118.47000122070312,118.47000122070312,11654700.0,DIS
"225,846,779,357","267,152,779,357",,,,,,123.8499984741211,125.55000305175781,123.33000183105469,124.9800033569336,124.9800033569336,11502200.0,DIS
"224,220,422,329","265,526,422,329",,48.077,13.327,3.218,2.611,123.23999786376953,125.55000305175781,123.23999786376953,124.08000183105469,124.08000183105469,13642500.0,DIS
"240,773,122,752","282,079,122,752",,,,,,135.24000549316406,137.24000549316406,132.02000427246094,133.24000549316406,133.24000549316406,12079200.0,DIS
"238,297,445,942","279,603,445,942",,50.251,13.927,3.42,2.775,135.25,135.5399932861328,131.25,131.8699951171875,131.8699951171875,11617500.0,DIS
"234,538,754,143","275,844,754,143",,,,,,130.8300018310547,131.08999633789062,129.30999755859375,129.7899932861328,129.7899932861328,5494400.0,DIS
"238,152,880,873","279,458,880,873",,,,,,130.6699981689453,133.0,130.49000549316406,131.7899932861328,131.7899932861328,12204200.0,DIS
"211,857,026,286","252,964,026,286",,,,,,115.95999908447266,118.3499984741211,115.76000213623047,117.29000091552734,117.29000091552734,17293900.0,DIS
"211,317,989,903","252,424,989,903",51.066,40.984,11.368,2.714,2.337,115.22000122070312,117.05000305175781,114.12000274658203,116.94000244140625,116.94000244140625,9601000.0,DIS
"209,924,320,871","251,031,320,871",,,,,,119.94000244140625,120.12999725341797,115.88999938964844,116.22000122070312,116.22000122070312,15620200.0,DIS
"198,599,310,000","239,706,310,000",48.694,36.232,10.029,2.588,2.197,111.5,112.05000305175781,109.93000030517578,111.51000213623047,111.51000213623047,10565900.0,DIS
"211,875,088,953","252,982,088,953",,,,,,116.19000244140625,117.75,114.12000274658203,117.30000305175781,117.30000305175781,17745100.0,DIS
"212,832,410,327","253,939,410,327",,,,,,119.33999633789062,120.30000305175781,116.5,117.83000183105469,117.83000183105469,17578300.0,DIS
"195,347,748,255","236,589,748,255",19.382,33.113,5.568,2.513,2.176,109.44000244140625,110.30999755859375,106.86000061035156,108.1500015258789,108.1500015258789,18638700.0,DIS
"172,044,600,000","213,286,600,000",17.312,23.148,3.887,2.245,1.917,100.22000122070312,103.16000366210938,96.16000366210938,96.5999984741211,96.5999984741211,21563200.0,DIS
,"247,025,896,529",,,,,,116.86000061035156,116.95999908447266,112.11000061035156,113.9800033569336,113.9800033569336,22397200.0,DIS
"212,409,856,348","253,651,856,348",,,,,,114.51000213623047,118.30999755859375,113.20999908447266,117.6500015258789,117.6500015258789,35389900.0,DIS
"213,113,977,419",,,,,,,119.80999755859375,122.9000015258789,117.91999816894531,118.04000091552734,118.04000091552734,30827500.0,DIS
